Province,Date,Cumulative confirmed cases,Confirmed cases per day,Cumulative death cases,Deaths per day,Cumulative hospitalizations cases,hospitalizations per day,Cumulative vaccine coverage dose1,Vaccine coverage dose1 per day,Mortality rate,Daily mortality rate
Ontario,2022-04-16,1229686,2100,12718,20,1531,3,82.9,0.0,1.034,0.952
Prince Edward Island,2022-04-16,30604,0,21,0,36,0,87.9,0.0,0.069,0.0
Nova Scotia,2022-04-16,47123,0,277,0,59,0,88.2,0.0,0.588,0.0
British Columbia,2022-04-16,360776,262,3077,41,324,0,84.8,0.0,0.853,15.649
Saskatchewan,2022-04-16,133712,890,1294,22,403,0,79.9,0.0,0.968,2.472
New Brunswick,2022-04-16,58768,2956,378,10,79,0,86.1,0.0,0.643,0.338
Yukon,2022-04-16,4471,9,24,0,0,0,83.1,0.0,0.537,0.0
Northwest Territories,2022-04-16,11136,0,21,0,0,0,80.4,0.0,0.189,0.0
Alberta,2022-04-16,556257,739,4141,0,1053,0,78.2,0.0,0.744,0.0
Quebec,2022-04-17,1012848,1787,14110,23,2159,28,84.9,0.0,1.393,1.287
Newfoundland and Labrador,2022-04-17,42682,109,137,0,32,0,94.8,0.0,0.321,0.0
Manitoba,2022-04-17,139465,0,1774,0,426,0,81.9,0.0,1.272,0.0
Alberta,2022-04-17,556894,637,4141,0,1053,0,78.2,0.0,0.744,0.0
New Brunswick,2022-04-17,58768,0,378,0,79,0,86.1,0.0,0.643,0.0
Prince Edward Island,2022-04-17,30604,0,21,0,36,0,87.9,0.0,0.069,0.0
Northwest Territories,2022-04-17,11136,0,21,0,0,0,80.4,0.0,0.189,0.0
Saskatchewan,2022-04-17,133712,0,1294,0,403,0,79.9,0.0,0.968,0.0
Yukon,2022-04-17,4478,7,24,0,0,0,83.1,0.0,0.536,0.0
Nova Scotia,2022-04-17,47123,0,277,0,59,0,88.2,0.0,0.588,0.0
Ontario,2022-04-17,1231894,2208,12735,17,1593,62,82.9,0.0,1.034,0.77
British Columbia,2022-04-17,361016,240,3077,0,324,0,84.8,0.0,0.852,0.0
Nova Scotia,2022-04-18,47123,0,290,13,59,0,88.2,0.0,0.615,0.0
Yukon,2022-04-18,4488,10,24,0,0,0,83.1,0.0,0.535,0.0
Prince Edward Island,2022-04-18,30604,0,21,0,36,0,87.9,0.0,0.069,0.0
Alberta,2022-04-18,557706,812,4190,49,1053,0,78.2,0.0,0.751,6.034
British Columbia,2022-04-18,361281,265,3077,0,324,0,84.8,0.0,0.852,0.0
Northwest Territories,2022-04-18,11136,0,21,0,0,0,80.4,0.0,0.189,0.0
Ontario,2022-04-18,1233027,1133,12756,21,1670,77,82.9,0.0,1.035,1.853
Saskatchewan,2022-04-18,133712,0,1294,0,403,0,79.9,0.0,0.968,0.0
Newfoundland and Labrador,2022-04-18,42758,76,142,5,32,0,94.8,0.0,0.332,6.579
Manitoba,2022-04-18,139465,0,1774,0,426,0,81.9,0.0,1.272,0.0
New Brunswick,2022-04-18,58768,0,378,0,79,0,86.1,0.0,0.643,0.0
Quebec,2022-04-18,1014456,1608,14134,24,2220,61,84.9,0.0,1.393,1.493
Northwest Territories,2022-04-19,11217,81,22,1,0,0,80.4,0.0,0.196,1.235
Nova Scotia,2022-04-19,47123,0,290,0,59,0,88.2,0.0,0.615,0.0
Alberta,2022-04-19,558830,1124,4190,0,1053,0,78.2,0.0,0.75,0.0
Quebec,2022-04-19,1016545,2089,14157,23,2281,61,84.9,0.0,1.393,1.101
Saskatchewan,2022-04-19,133712,0,1294,0,403,0,79.9,0.0,0.968,0.0
New Brunswick,2022-04-19,58768,0,378,0,79,0,86.1,0.0,0.643,0.0
Manitoba,2022-04-19,139465,0,1774,0,538,112,81.9,0.0,1.272,0.0
Newfoundland and Labrador,2022-04-19,42946,188,142,0,32,0,94.8,0.0,0.331,0.0
Yukon,2022-04-19,4498,10,24,0,0,0,83.1,0.0,0.534,0.0
British Columbia,2022-04-19,361691,410,3077,0,324,0,84.8,0.0,0.851,0.0
Alberta,2022-04-20,560058,1228,4190,0,1126,73,78.2,0.0,0.748,0.0
Northwest Territories,2022-04-20,11217,0,22,0,0,0,80.4,0.0,0.196,0.0
British Columbia,2022-04-20,362062,371,3077,0,324,0,84.8,0.0,0.85,0.0
Prince Edward Island,2022-04-20,32532,0,23,0,16,0,87.9,0.0,0.071,0.0
Yukon,2022-04-20,4520,22,24,0,0,0,83.1,0.0,0.531,0.0
Nova Scotia,2022-04-20,47123,0,290,0,59,0,88.2,0.0,0.615,0.0
Quebec,2022-04-20,1019319,2774,14185,28,2381,100,84.9,0.0,1.392,1.009
Manitoba,2022-04-20,139465,0,1774,0,538,0,81.9,0.0,1.272,0.0
Saskatchewan,2022-04-20,133712,0,1294,0,403,0,79.9,0.0,0.968,0.0
New Brunswick,2022-04-20,58768,0,378,0,79,0,86.1,0.0,0.643,0.0
New Brunswick,2022-04-21,58768,0,378,0,79,0,86.1,0.0,0.643,0.0
Saskatchewan,2022-04-21,133712,0,1294,0,417,14,79.9,0.0,0.968,0.0
Quebec,2022-04-21,1022264,2945,14216,31,2405,24,84.9,0.0,1.391,1.053
Manitoba,2022-04-21,139465,0,1774,0,538,0,81.9,0.0,1.272,0.0
Newfoundland and Labrador,2022-04-21,43245,120,152,0,31,0,94.8,0.0,0.351,0.0
Nova Scotia,2022-04-21,47123,0,290,0,64,5,88.2,0.0,0.615,0.0
Yukon,2022-04-21,4538,18,24,0,0,0,83.1,0.0,0.529,0.0
Northwest Territories,2022-04-21,11217,0,22,0,0,0,80.4,0.0,0.196,0.0
Prince Edward Island,2022-04-21,32532,0,23,0,16,0,87.9,0.0,0.071,0.0
Ontario,2022-04-21,1244857,3692,12798,15,1695,37,82.9,0.0,1.028,0.406
British Columbia,2022-04-21,362442,380,3077,0,485,161,84.8,0.0,0.849,0.0
Alberta,2022-04-21,561096,1038,4190,0,1126,0,78.2,0.0,0.747,0.0
Saskatchewan,2022-04-22,133712,0,1294,0,417,0,79.9,0.0,0.968,0.0
New Brunswick,2022-04-22,58768,0,378,0,79,0,86.1,0.0,0.643,0.0
Manitoba,2022-04-22,139465,0,1774,0,538,0,81.9,0.0,1.272,0.0
Prince Edward Island,2022-04-22,32532,0,23,0,16,0,87.9,0.0,0.071,0.0
Quebec,2022-04-22,1024660,2396,14238,22,2410,5,84.9,0.0,1.39,0.918
Yukon,2022-04-22,4561,23,24,0,0,0,83.1,0.0,0.526,0.0
British Columbia,2022-04-22,362806,364,3077,0,485,0,84.8,0.0,0.848,0.0
Alberta,2022-04-22,562064,968,4190,0,1126,0,78.2,0.0,0.745,0.0
Nova Scotia,2022-04-22,47123,0,290,0,64,0,88.2,0.0,0.615,0.0
Newfoundland and Labrador,2022-04-22,43397,152,157,5,31,0,94.8,0.0,0.362,3.289
Northwest Territories,2022-04-22,11217,0,22,0,0,0,80.4,0.0,0.196,0.0
Nova Scotia,2022-04-23,47123,0,290,0,64,0,88.2,0.0,0.615,0.0
New Brunswick,2022-04-23,60756,1988,384,6,87,8,86.1,0.0,0.632,0.302
Manitoba,2022-04-23,140931,1466,1792,18,538,0,81.9,0.0,1.272,1.228
Prince Edward Island,2022-04-23,32532,0,23,0,16,0,87.9,0.0,0.071,0.0
British Columbia,2022-04-23,363045,239,3147,70,485,0,84.8,0.0,0.867,29.289
Ontario,2022-04-23,1251634,2645,12818,3,1696,39,82.9,0.0,1.024,0.113
Newfoundland and Labrador,2022-04-23,43534,137,157,0,31,0,94.8,0.0,0.361,0.0
Alberta,2022-04-23,562902,838,4190,0,1126,0,78.2,0.0,0.744,0.0
Saskatchewan,2022-04-23,134541,829,1308,14,417,0,79.9,0.0,0.972,1.689
Yukon,2022-04-23,4583,22,24,0,0,0,83.1,0.0,0.524,0.0
Northwest Territories,2022-04-23,11217,0,22,0,0,0,80.4,0.0,0.196,0.0
Yukon,2022-04-24,4589,6,24,0,0,0,83.2,0.1,0.523,0.0
Alberta,2022-04-24,563579,677,4190,0,1126,0,78.3,0.1,0.743,0.0
British Columbia,2022-04-24,363293,248,3147,0,485,0,84.9,0.1,0.866,0.0
New Brunswick,2022-04-24,60756,0,384,0,87,0,86.1,0.0,0.632,0.0
Newfoundland and Labrador,2022-04-24,43622,88,157,0,31,0,94.9,0.1,0.36,0.0
Nova Scotia,2022-04-24,47123,0,290,0,64,0,88.2,0.0,0.615,0.0
Ontario,2022-04-24,1253375,1741,12831,13,1741,45,83.0,0.1,1.024,0.747
Northwest Territories,2022-04-24,11217,0,22,0,0,0,80.4,0.0,0.196,0.0
Saskatchewan,2022-04-24,134541,0,1308,0,417,0,79.9,0.0,0.972,0.0
Prince Edward Island,2022-04-24,32532,0,23,0,16,0,87.9,0.0,0.071,0.0
Saskatchewan,2022-04-25,134541,0,1308,0,417,0,79.9,0.0,0.972,0.0
Nova Scotia,2022-04-25,47123,0,314,24,64,0,88.2,0.0,0.666,0.0
Newfoundland and Labrador,2022-04-25,43709,87,157,0,31,0,94.9,0.0,0.359,0.0
New Brunswick,2022-04-25,60756,0,384,0,87,0,86.1,0.0,0.632,0.0
Prince Edward Island,2022-04-25,32532,0,23,0,16,0,87.9,0.0,0.071,0.0
Manitoba,2022-04-25,140931,0,1792,0,538,0,81.5,0.0,1.272,0.0
Yukon,2022-04-25,4589,0,24,0,0,0,83.2,0.0,0.523,0.0
Northwest Territories,2022-04-25,11286,69,22,0,0,0,80.4,0.0,0.195,0.0
Quebec,2022-04-25,1029636,1447,14302,21,2345,1,84.9,0.0,1.389,1.451
British Columbia,2022-04-25,363675,382,3147,0,485,0,84.9,0.0,0.865,0.0
Ontario,2022-04-25,1255434,2059,12845,14,1741,0,83.0,0.0,1.023,0.68
Alberta,2022-04-25,564279,700,4252,62,1126,0,78.3,0.0,0.754,8.857
Yukon,2022-04-26,4606,17,24,0,0,0,83.2,0.0,0.521,0.0
Quebec,2022-04-26,1031604,1968,14331,29,2409,64,84.9,0.0,1.389,1.474
Saskatchewan,2022-04-26,134541,0,1308,0,417,0,79.9,0.0,0.972,0.0
Northwest Territories,2022-04-26,11286,0,22,0,0,0,80.4,0.0,0.195,0.0
British Columbia,2022-04-26,364095,420,3147,0,485,0,84.9,0.0,0.864,0.0
Manitoba,2022-04-26,140931,0,1792,0,538,0,81.5,0.0,1.272,0.0
Alberta,2022-04-26,565357,1078,4252,0,1126,0,78.3,0.0,0.752,0.0
Nova Scotia,2022-04-26,47123,0,314,0,64,0,88.2,0.0,0.666,0.0
New Brunswick,2022-04-26,60756,0,384,0,87,0,86.1,0.0,0.632,0.0
Nova Scotia,2022-04-27,47123,0,314,0,64,0,88.2,0.0,0.666,0.0
Yukon,2022-04-27,4622,16,24,0,0,0,83.2,0.0,0.519,0.0
Alberta,2022-04-27,566300,943,4252,0,1220,94,78.3,0.0,0.751,0.0
Manitoba,2022-04-27,140931,0,1792,0,538,0,81.5,0.0,1.272,0.0
Newfoundland and Labrador,2022-04-27,43916,93,162,5,24,0,94.9,0.0,0.369,5.376
British Columbia,2022-04-27,364449,354,3147,0,485,0,84.9,0.0,0.863,0.0
New Brunswick,2022-04-27,60756,0,384,0,87,0,86.1,0.0,0.632,0.0
Prince Edward Island,2022-04-27,34270,0,25,0,14,0,87.9,0.0,0.073,0.0
Saskatchewan,2022-04-27,134541,0,1308,0,417,0,79.9,0.0,0.972,0.0
Northwest Territories,2022-04-27,11286,0,22,0,0,0,80.4,0.0,0.195,0.0
Prince Edward Island,2022-04-28,34270,0,25,0,14,0,87.9,0.0,0.073,0.0
Manitoba,2022-04-28,140931,0,1792,0,579,41,81.5,0.0,1.272,0.0
Yukon,2022-04-28,4643,21,25,1,0,0,83.2,0.0,0.538,4.762
Nova Scotia,2022-04-28,47123,0,314,0,66,2,88.2,0.0,0.666,0.0
Newfoundland and Labrador,2022-04-28,44042,126,162,0,24,0,94.9,0.0,0.368,0.0
Northwest Territories,2022-04-28,11286,0,22,0,0,0,80.4,0.0,0.195,0.0
Alberta,2022-04-28,567218,918,4252,0,1220,0,78.3,0.0,0.75,0.0
British Columbia,2022-04-28,364812,363,3147,0,519,34,84.9,0.0,0.863,0.0
New Brunswick,2022-04-28,60756,0,384,0,87,0,86.1,0.0,0.632,0.0
Ontario,2022-04-28,1264568,2761,12899,23,1712,0,83.0,0.0,1.02,0.833
Newfoundland and Labrador,2022-04-29,44144,102,164,2,24,0,94.9,0.0,0.372,1.961
Alberta,2022-04-29,567974,756,4252,0,1220,0,78.3,0.0,0.749,0.0
British Columbia,2022-04-29,365076,264,3147,0,519,0,84.9,0.0,0.862,0.0
Nova Scotia,2022-04-29,47123,0,314,0,66,0,88.2,0.0,0.666,0.0
Yukon,2022-04-29,4654,11,25,0,0,0,83.2,0.0,0.537,0.0
Saskatchewan,2022-04-29,134541,0,1308,0,409,0,79.9,0.0,0.972,0.0
Northwest Territories,2022-04-29,11286,0,22,0,0,0,80.4,0.0,0.195,0.0
Manitoba,2022-04-29,140931,0,1792,0,579,0,81.5,0.0,1.272,0.0
Prince Edward Island,2022-04-29,34270,0,25,0,14,0,87.9,0.0,0.073,0.0
New Brunswick,2022-04-29,60756,0,384,0,87,0,86.1,0.0,0.632,0.0
Newfoundland and Labrador,2022-04-30,44247,103,164,0,24,0,94.9,0.0,0.371,0.0
Yukon,2022-04-30,4662,8,25,0,0,0,83.2,0.0,0.536,0.0
Northwest Territories,2022-04-30,11286,0,22,0,0,0,80.4,0.0,0.195,0.0
Manitoba,2022-04-30,141973,1042,1819,27,579,0,81.5,0.0,1.281,2.591
Ontario,2022-04-30,1268800,1790,12924,15,1733,61,83.0,0.0,1.019,0.838
Prince Edward Island,2022-04-30,34270,0,25,0,14,0,87.9,0.0,0.073,0.0
British Columbia,2022-04-30,365329,253,3226,79,519,0,84.9,0.0,0.883,31.225
Nova Scotia,2022-04-30,47123,0,314,0,66,0,88.2,0.0,0.666,0.0
Alberta,2022-04-30,568700,726,4252,0,1220,0,78.3,0.0,0.748,0.0
Saskatchewan,2022-04-30,135307,766,1322,14,409,0,79.9,0.0,0.977,1.828
New Brunswick,2022-05-01,62148,0,399,0,81,0,86.1,0.0,0.642,0.0
Manitoba,2022-05-01,141973,0,1819,0,579,0,81.5,0.0,1.281,0.0
Prince Edward Island,2022-05-01,34270,0,25,0,14,0,87.9,0.0,0.073,0.0
Ontario,2022-05-01,1270159,1359,12943,19,1778,45,83.0,0.0,1.019,1.398
Saskatchewan,2022-05-01,135307,0,1322,0,409,0,79.9,0.0,0.977,0.0
Nova Scotia,2022-05-01,47123,0,314,0,66,0,88.2,0.0,0.666,0.0
Newfoundland and Labrador,2022-05-01,44276,29,164,0,24,0,94.9,0.0,0.37,0.0
Yukon,2022-05-01,4668,6,25,0,0,0,83.2,0.0,0.536,0.0
Alberta,2022-05-01,569309,609,4252,0,1220,0,78.3,0.0,0.747,0.0
Northwest Territories,2022-05-01,11286,0,22,0,0,0,80.4,0.0,0.195,0.0
British Columbia,2022-05-01,365570,241,3226,0,519,0,84.9,0.0,0.882,0.0
Northwest Territories,2022-05-02,11373,87,22,0,0,0,80.4,0.0,0.193,0.0
Manitoba,2022-05-02,141973,0,1819,0,579,0,81.5,0.0,1.281,0.0
Prince Edward Island,2022-05-02,34270,0,25,0,14,0,87.9,0.0,0.073,0.0
Alberta,2022-05-02,569980,671,4321,69,1220,0,78.3,0.0,0.758,10.283
Nova Scotia,2022-05-02,47123,0,336,22,66,0,88.2,0.0,0.713,0.0
British Columbia,2022-05-02,365864,294,3226,0,519,0,84.9,0.0,0.882,0.0
Newfoundland and Labrador,2022-05-02,44341,65,165,1,24,0,94.9,0.0,0.372,1.538
New Brunswick,2022-05-02,62148,0,399,0,81,0,86.1,0.0,0.642,0.0
Saskatchewan,2022-05-02,135307,0,1322,0,409,0,79.9,0.0,0.977,0.0
Yukon,2022-05-02,4674,6,25,0,0,0,83.2,0.0,0.535,0.0
British Columbia,2022-05-03,366174,310,3226,0,519,0,84.9,0.0,0.881,0.0
Ontario,2022-05-03,1274768,2701,12981,13,1727,5,83.0,0.0,1.018,0.481
Northwest Territories,2022-05-03,11373,0,22,0,0,0,80.4,0.0,0.193,0.0
New Brunswick,2022-05-03,62148,0,399,0,81,0,86.1,0.0,0.642,0.0
Quebec,2022-05-03,1042026,1543,14483,18,2195,25,84.9,0.0,1.39,1.167
Nova Scotia,2022-05-03,47123,0,336,0,66,0,88.2,0.0,0.713,0.0
Saskatchewan,2022-05-03,135307,0,1322,0,409,0,79.9,0.0,0.977,0.0
Manitoba,2022-05-03,141973,0,1819,0,579,0,81.5,0.0,1.281,0.0
Alberta,2022-05-03,570736,756,4321,0,1220,0,78.3,0.0,0.757,0.0
Yukon,2022-05-03,4685,11,25,0,0,0,83.2,0.0,0.534,0.0
Newfoundland and Labrador,2022-05-03,44385,44,165,0,24,0,94.9,0.0,0.372,0.0
Nova Scotia,2022-05-04,47123,0,336,0,66,0,88.2,0.0,0.713,0.0
Manitoba,2022-05-04,141973,0,1819,0,579,0,81.5,0.0,1.281,0.0
Saskatchewan,2022-05-04,135307,0,1322,0,409,0,79.9,0.0,0.977,0.0
Prince Edward Island,2022-05-04,35433,0,26,0,13,0,87.9,0.0,0.073,0.0
Alberta,2022-05-04,571508,772,4321,0,1267,47,78.3,0.0,0.756,0.0
Northwest Territories,2022-05-04,11373,0,22,0,0,0,80.4,0.0,0.193,0.0
New Brunswick,2022-05-04,62148,0,399,0,81,0,86.1,0.0,0.642,0.0
Yukon,2022-05-04,4697,12,25,0,0,0,83.2,0.0,0.532,0.0
British Columbia,2022-05-04,366488,314,3226,0,519,0,84.9,0.0,0.88,0.0
British Columbia,2022-05-05,366809,321,3226,0,550,31,84.9,0.0,0.879,0.0
New Brunswick,2022-05-05,62148,0,399,0,81,0,86.1,0.0,0.642,0.0
Yukon,2022-05-05,4714,17,25,0,0,0,83.2,0.0,0.53,0.0
Manitoba,2022-05-05,141973,0,1819,0,579,0,81.5,0.0,1.281,0.0
Nova Scotia,2022-05-05,47123,0,336,0,66,0,88.2,0.0,0.713,0.0
Northwest Territories,2022-05-05,11373,0,22,0,0,0,80.4,0.0,0.193,0.0
Prince Edward Island,2022-05-05,35433,0,26,0,13,0,87.9,0.0,0.073,0.0
Alberta,2022-05-05,572285,777,4321,0,1267,0,78.3,0.0,0.755,0.0
Newfoundland and Labrador,2022-05-05,44525,0,168,0,14,0,94.9,0.0,0.377,0.0
British Columbia,2022-05-06,367095,286,3226,0,550,0,84.9,0.0,0.879,0.0
Prince Edward Island,2022-05-06,35433,0,26,0,13,0,87.9,0.0,0.073,0.0
Newfoundland and Labrador,2022-05-06,44633,108,168,0,14,0,94.9,0.0,0.376,0.0
Saskatchewan,2022-05-06,135307,0,1322,0,390,0,79.9,0.0,0.977,0.0
Alberta,2022-05-06,572975,690,4321,0,1267,0,78.3,0.0,0.754,0.0
Northwest Territories,2022-05-06,11373,0,22,0,0,0,80.4,0.0,0.193,0.0
Manitoba,2022-05-06,141973,0,1819,0,579,0,81.5,0.0,1.281,0.0
Yukon,2022-05-06,4724,10,25,0,0,0,83.2,0.0,0.529,0.0
New Brunswick,2022-05-06,62148,0,399,0,81,0,86.1,0.0,0.642,0.0
Nova Scotia,2022-05-06,47123,0,336,0,66,0,88.2,0.0,0.713,0.0
Yukon,2022-05-07,4738,14,25,0,0,0,83.2,0.0,0.528,0.0
Prince Edward Island,2022-05-07,35433,0,26,0,13,0,87.9,0.0,0.073,0.0
Manitoba,2022-05-07,142875,902,1847,28,579,0,81.5,0.0,1.293,3.104
Saskatchewan,2022-05-07,136017,710,1341,19,390,0,79.9,0.0,0.986,2.676
Newfoundland and Labrador,2022-05-07,44680,47,168,0,14,0,94.9,0.0,0.376,0.0
Alberta,2022-05-07,573565,590,4321,0,1267,0,78.3,0.0,0.753,0.0
Northwest Territories,2022-05-07,11373,0,22,0,0,0,80.4,0.0,0.193,0.0
